"Date","Open","low","close","high_to_low","open_to_close","high"
"Date","Open","High","Low","Close","",""
"(High-Low)","","","","","(Open-Close)",""
"2018-02-06","25140.10","25023.85","25811.30","1,116.75","-671.20","26140.60"
"2018-02-05","25968.15","25917.55","26098.75","297.55","-130.60","26215.10"
"2018-02-02","27017.40","26364.05","26451.15","653.50","566.25","27017.55"
"2018-02-01","27334.85","27046.35","27220.70","567.15","114.15","27613.50"
"2018-01-31","27136.25","27116.95","27379.45","338.80","-243.20","27455.75"
"2018-01-30","27466.85","27242.05","27269.05","228.20","197.80","27470.25"
"2018-01-29","27446.10","27407.40","27498.45","244.65","-52.35","27652.05"
"2018-01-25","27414.10","27151.75","27445.65","371.10","-31.55","27522.85"
"2018-01-24","27310.15","27219.45","27398.55","259.80","-88.40","27479.25"
"2018-01-23","27089.95","27066.15","27390.60","355.90","-300.65","27422.05"
"2018-01-22","26940.50","26841.20","27041.20","233.70","-100.70","27074.90"
"2018-01-19","26615.65","26433.55","26909.50","524.30","-293.85","26957.85"
"2018-01-18","26762.25","26423.75","26537.40","463.90","224.85","26887.65"
"2018-01-17","25946.15","25922.30","26289.10","413.55","-342.95","26335.85"
"2018-01-16","26129.15","25931.70","25974.90","204.70","154.25","26136.40"
"2018-01-15","25858.15","25842.95","26069.20","248.85","-211.05","26091.80"
"2018-01-12","25732.40","25557.60","25749.05","217.55","-16.65","25775.15"
"2018-01-11","25628.20","25532.25","25660.90","162.40","-32.70","25694.65"
"2018-01-10","25709.90","25527.50","25617.30","190.10","92.60","25717.60"
"2018-01-09","25727.95","25617.25","25703.80","186.55","24.15","25803.80"
"2018-01-08","25690.25","25643.80","25676.10","127.70","14.15","25771.50"
"2018-01-05","25524.45","25499.55","25601.85","143.80","-77.40","25643.35"
"2018-01-04","25367.65","25310.30","25462.60","180.05","-94.95","25490.35"
"2018-01-03","25425.75","25300.90","25318.60","154.00","107.15","25454.90"
"2018-01-02","25382.20","25232.80","25338.25","192.70","43.95","25425.50"
"2018-01-01","25565.75","25271.55","25318.10","316.45","247.65","25588.00"
"2017-12-29","25484.85","25450.25","25539.45","116.15","-54.60","25566.40"
"2017-12-28","25463.60","25417.40","25490.00","144.55","-26.40","25561.95"
"2017-12-27","25652.85","25429.55","25496.05","303.65","156.80","25733.20"
"2017-12-26","25659.75","25545.60","25675.25","167.35","-15.50","25712.95"
"2017-12-22","25615.60","25560.50","25648.55","134.00","-32.95","25694.50"
"2017-12-21","25608.25","25508.90","25554.30","121.05","53.95","25629.95"
"2017-12-20","25779.05","25566.05","25591.70","214.00","187.35","25780.05"
"2017-12-19","25640.90","25619.60","25716.20","138.35","-75.30","25757.95"
"2017-12-18","25181.75","24617.15","25594.55","1,142.75","-412.80","25759.90"
"2017-12-15","25487.15","25411.25","25440.30","147.80","46.85","25559.05"
"2017-12-14","25062.40","24888.65","25168.20","317.25","-105.80","25205.90"
"2017-12-13","25118.20","24938.55","25000.35","332.20","117.85","25270.75"
"2017-12-12","25413.40","25108.60","25125.45","307.60","287.95","25416.20"
"2017-12-11","25434.75","25318.70","25404.85","130.15","29.90","25448.85"
"2017-12-08","25145.50","25145.50","25321.15","222.20","-175.65","25367.70"
"2017-12-07","24935.30","24875.35","25057.25","222.05","-121.95","25097.40"
"2017-12-06","25066.30","24813.60","24851.80","263.85","214.50","25077.45"
"2017-12-05","25030.75","24921.30","25124.85","296.40","-94.10","25217.70"
"2017-12-04","25295.05","24993.35","25075.10","303.85","219.95","25297.20"
"2017-12-01","25409.55","25152.65","25191.95","288.70","217.60","25441.35"
"2017-11-30","25693.80","25246.85","25332.40","454.00","361.40","25700.85"
"2017-11-29","25829.65","25746.80","25795.70","130.95","33.95","25877.75"
"2017-11-28","25830.45","25795.50","25846.40","158.00","-15.95","25953.50"
"2017-11-27","25693.05","25673.50","25891.95","258.35","-198.90","25931.85"
"2017-11-24","25776.60","25749.10","25779.65","99.90","-3.05","25849.00"
"2017-11-23","25826.30","25620.95","25736.25","217.60","90.05","25838.55"
"2017-11-22","25805.65","25665.85","25766.65","166.10","39.00","25831.95"
"2017-11-21","25829.30","25726.50","25757.50","144.60","71.80","25871.10"
"2017-11-20","25733.70","25681.70","25768.60","121.45","-34.90","25803.15"
"2017-11-17","25875.70","25679.55","25728.40","245.35","147.30","25924.90"
"2017-11-16","25292.90","25273.70","25446.60","222.35","-153.70","25496.05"
"2017-11-15","25241.65","25166.35","25218.90","151.70","22.75","25318.05"
"2017-11-14","25352.55","25223.10","25284.60","181.70","67.95","25404.80"
"2017-11-13","25570.25","25337.25","25358.30","274.30","211.95","25611.55"
"2017-11-10","25250.90","25237.20","25498.95","361.35","-248.05","25598.55"
"2017-11-09","25281.00","25166.15","25291.35","219.05","-10.35","25385.20"
"2017-11-08","25375.80","25119.50","25184.35","316.10","191.45","25435.60"
"2017-11-07","25669.10","25248.95","25300.80","446.80","368.30","25695.75"
"2017-11-06","25569.00","25529.50","25571.15","165.10","-2.15","25694.60"
"2017-11-03","25531.40","25394.95","25650.70","300.55","-119.30","25695.50"
"2017-11-02","25508.40","25405.50","25427.30","193.25","81.10","25598.75"
"2017-11-01","25197.30","25171.75","25490.45","377.60","-293.15","25549.35"
"2017-10-31","25042.10","24948.10","25019.35","130.55","22.75","25078.65"
"2017-10-30","24873.65","24808.55","24988.55","256.30","-114.90","25064.85"
"2017-10-27","24887.60","24798.65","24839.55","197.05","48.05","24995.70"
"2017-10-26","24953.95","24864.60","25022.20","321.45","-68.25","25186.05"
"2017-10-25","24980.65","24560.75","25035.90","597.05","-55.25","25157.80"
"2017-10-24","24141.95","24032.65","24222.15","260.60","-80.20","24293.25"
"2017-10-23","24085.45","23912.55","24088.90","238.45","-3.45","24151.00"
"2017-10-19","24238.40","23923.70","24009.75","331.60","228.65","24255.30"
"2017-10-18","24354.75","24270.05","24313.75","184.60","41.00","24454.65"
"2017-10-17","24697.25","24571.85","24645.60","237.30","51.65","24809.15"
"2017-10-16","24815.40","24516.55","24703.05","362.10","112.35","24878.65"
"2017-10-13","24411.10","24387.80","24689.15","391.95","-278.05","24779.75"
"2017-10-12","24151.45","23978.40","24361.25","415.00","-209.80","24393.40"
"2017-10-11","24411.45","24054.25","24107.45","406.00","304.00","24460.25"
"2017-10-10","24304.80","24273.65","24347.45","106.10","-42.65","24379.75"
"2017-10-09","24209.55","24156.05","24251.90","155.05","-42.35","24311.10"
"2017-10-06","24083.55","24074.35","24190.00","167.70","-106.45","24242.05"
"2017-10-05","24114.75","24033.35","24058.05","154.95","56.70","24188.30"
"2017-10-04","24124.15","24058.65","24113.30","171.80","10.85","24230.45"
"2017-10-03","24200.60","24007.25","24103.40","219.55","97.20","24226.80"
"2017-09-29","24114.00","24004.80","24053.00","222.65","61.00","24227.45"
"2017-09-28","23804.05","23611.10","24008.15","463.10","-204.10","24074.20"
"2017-09-27","24308.70","23766.60","23812.95","565.25","495.75","24331.85"
"2017-09-26","24105.60","24017.40","24199.15","219.55","-93.55","24236.95"
"2017-09-25","24361.55","24015.45","24165.05","348.35","196.50","24363.80"
"2017-09-22","24704.55","24340.00","24368.85","369.70","335.70","24709.70"
"2017-09-21","24934.10","24706.45","24799.25","286.05","134.85","24992.50"
"2017-09-20","24984.65","24938.30","24965.05","114.30","19.60","25052.60"
"2017-09-19","25059.75","24993.00","25041.55","110.45","18.20","25103.45"
"2017-09-18","24948.15","24941.75","25046.90","163.60","-98.75","25105.35"
"2017-09-15","24840.30","24791.55","24844.30","125.30","-4.00","24916.85"
"2017-09-14","24857.25","24815.50","24912.25","178.80","-55.00","24994.30"
"2017-09-13","24818.35","24737.80","24831.80","211.00","-13.45","24948.80"
"2017-09-12","24779.15","24653.60","24784.70","167.75","-5.55","24821.35"
"2017-09-11","24468.50","24458.25","24672.25","277.10","-203.75","24735.35"
"2017-09-08","24409.50","24273.00","24370.80","146.25","38.70","24419.25"
"2017-09-07","24324.85","24246.90","24304.90","166.20","19.95","24413.10"
"2017-09-06","24192.40","24151.10","24279.15","180.20","-86.75","24331.30"
"2017-09-05","24272.60","24256.30","24328.30","131.75","-55.70","24388.05"
"2017-09-04","24456.30","24156.40","24236.85","302.95","219.45","24459.35"
"2017-09-01","24389.20","24319.20","24434.00","175.15","-44.80","24494.35"
"2017-08-31","24354.35","24207.70","24318.40","146.65","35.95","24354.35"
"2017-08-30","24253.05","24241.30","24308.70","142.80","-55.65","24384.10"
"2017-08-29","24302.00","24103.30","24128.95","217.65","173.05","24320.95"
"2017-08-28","24351.25","24301.35","24377.10","121.10","-25.85","24422.45"
"2017-08-24","24374.75","24224.85","24274.20","186.20","100.55","24411.05"
"2017-08-23","24084.95","24074.15","24316.80","275.85","-231.85","24350.00"
"2017-08-22","24080.60","23852.65","23974.45","274.80","106.15","24127.45"
"2017-08-21","24140.55","23882.25","23936.50","376.70","204.05","24258.95"
"2017-08-18","24125.30","23925.95","24074.45","204.20","50.85","24130.15"
"2017-08-17","24495.20","24121.55","24237.25","374.65","257.95","24496.20"
"2017-08-16","24188.75","23947.45","24437.70","513.75","-248.95","24461.20"
"2017-08-14","24051.05","24038.15","24115.75","174.00","-64.70","24212.15"
"2017-08-11","23958.25","23868.30","23985.75","322.90","-27.50","24191.20"
"2017-08-10","24300.45","23822.20","24217.35","504.70","83.10","24326.90"
"2017-08-09","24519.25","24328.10","24374.60","204.30","144.65","24532.40"
"2017-08-08","24942.20","24534.35","24599.50","431.70","342.70","24966.05"
"2017-08-07","24854.15","24844.45","24906.35","134.90","-52.20","24979.35"
"2017-08-04","24629.50","24591.80","24827.45","287.90","-197.95","24879.70"
"2017-08-03","25002.85","24619.60","24675.05","385.55","327.80","25005.15"
"2017-08-02","25190.40","24926.25","25055.20","272.55","135.20","25198.80"
"2017-08-01","25152.85","25000.90","25122.80","178.60","30.05","25179.50"
"2017-07-31","24880.60","24828.50","25103.65","339.60","-223.05","25168.10"
"2017-07-28","24744.55","24651.05","24811.30","208.70","-66.75","24859.75"
"2017-07-27","24857.50","24799.40","24922.40","232.85","-64.90","25032.25"
"2017-07-26","24578.15","24484.90","24670.70","236.00","-92.55","24720.90"
"2017-07-25","24622.90","24450.20","24520.70","174.45","102.20","24624.65"
"2017-07-24","24307.70","24234.65","24420.85","225.90","-113.15","24460.55"
"2017-07-21","24231.40","24066.90","24257.05","222.40","-25.65","24289.30"
"2017-07-20","24170.65","24170.65","24213.35","128.95","-42.70","24299.60"
"2017-07-19","24069.20","24053.70","24152.65","127.05","-83.45","24180.75"
"2017-07-18","23958.15","23942.10","24022.05","205.35","-63.90","24147.45"
"2017-07-17","24011.40","23913.65","24015.05","152.45","-3.65","24066.10"
"2017-07-14","23949.50","23755.95","23937.70","207.70","11.80","23963.65"
"2017-07-13","23817.25","23811.00","23888.65","127.00","-71.40","23938.00"
"2017-07-12","23623.75","23523.65","23695.45","212.90","-71.70","23736.55"
"2017-07-11","23744.55","23552.60","23584.60","191.95","159.95","23744.55"
"2017-07-10","23583.25","23289.90","23675.05","674.90","-91.80","23964.80"
"2017-07-07","23463.75","23400.60","23449.15","92.00","14.60","23492.60"
"2017-07-06","23399.50","23369.50","23466.65","170.65","-67.15","23540.15"
"2017-07-05","23241.90","23205.55","23352.60","174.80","-110.70","23380.35"
"2017-07-04","23325.50","23163.70","23214.20","199.35","111.30","23363.05"
"2017-07-03","23240.35","23144.30","23272.80","185.80","-32.45","23330.10"
"2017-06-30","23137.25","22996.40","23211.20","257.70","-73.95","23254.10"
"2017-06-29","23312.40","23124.35","23227.30","351.65","85.10","23476.00"
"2017-06-28","23209.55","23113.65","23235.85","208.90","-26.30","23322.55"
"2017-06-27","23636.95","23055.75","23216.25","584.35","420.70","23640.10"
"2017-06-23","23772.30","23507.50","23542.75","279.00","229.55","23786.50"
"2017-06-22","23716.85","23694.15","23736.10","203.70","-19.25","23897.85"
"2017-06-21","23638.15","23610.20","23708.75","150.55","-70.60","23760.75"
"2017-06-20","23720.60","23651.20","23697.95","109.15","22.65","23760.35"
"2017-06-19","23571.35","23535.70","23742.15","270.95","-170.80","23806.65"
"2017-06-16","23448.60","23391.00","23502.75","136.65","-54.15","23527.65"
"2017-06-15","23444.70","23311.85","23391.75","161.45","52.95","23473.30"
"2017-06-14","23555.30","23399.40","23498.70","163.40","56.60","23562.80"
"2017-06-13","23447.00","23446.90","23477.85","168.30","-30.85","23615.20"
"2017-06-12","23610.15","23441.80","23470.45","188.30","139.70","23630.10"
"2017-06-09","23483.95","23476.85","23690.90","231.80","-206.95","23708.65"
"2017-06-08","23630.35","23514.20","23536.10","144.90","94.25","23659.10"
"2017-06-07","23482.85","23427.55","23567.65","178.60","-84.80","23606.15"
"2017-06-06","23523.05","23381.70","23416.30","154.40","106.75","23536.10"
"2017-06-05","23397.40","23349.95","23459.65","144.75","-62.25","23494.70"
"2017-06-02","23435.20","23308.40","23375.90","144.90","59.30","23453.30"
"2017-06-01","23394.10","23224.05","23310.15","172.10","83.95","23396.15"
"2017-05-31","23321.20","23248.50","23424.80","220.95","-103.60","23469.45"
"2017-05-30","23142.10","23093.95","23307.25","243.20","-165.15","23337.15"
"2017-05-29","23310.60","23141.15","23182.75","322.85","127.85","23464.00"
"2017-05-26","23151.40","23092.35","23362.20","316.00","-210.80","23408.35"
"2017-05-25","22573.65","22570.35","23190.80","697.45","-617.15","23267.80"
"2017-05-24","22624.50","22469.80","22536.30","203.60","88.20","22673.40"
"2017-05-23","22674.90","22492.20","22582.80","248.20","92.10","22740.40"
"2017-05-22","22874.80","22637.75","22652.85","280.60","221.95","22918.35"
"2017-05-19","22761.95","22628.45","22769.80","273.80","-7.85","22902.25"
"2017-05-18","22750.45","22660.20","22698.60","174.35","51.85","22834.55"
"2017-05-17","22972.35","22830.10","22935.95","148.05","36.40","22978.15"
"2017-05-16","22857.60","22727.65","22928.60","216.45","-71.00","22944.10"
"2017-05-15","22735.85","22730.35","22821.50","161.35","-85.65","22891.70"
"2017-05-12","22840.40","22578.00","22671.70","281.15","168.70","22859.15"
"2017-05-11","22916.05","22764.65","22818.45","213.20","97.60","22977.85"
"2017-05-10","22767.75","22742.05","22830.35","117.35","-62.60","22859.40"
"2017-05-09","22820.80","22664.35","22707.30","171.00","113.50","22835.35"
"2017-05-08","22678.45","22632.50","22767.35","202.65","-88.90","22835.15"
"2017-05-05","22844.85","22514.00","22604.95","339.55","239.90","22853.55"
"2017-05-04","22618.30","22449.90","22720.10","293.80","-101.80","22743.70"
"2017-05-03","22445.85","22240.05","22307.30","208.95","138.55","22449.00"
"2017-05-02","22412.55","22266.15","22341.35","226.00","71.20","22492.15"
"2017-04-28","22296.80","22182.55","22358.25","200.45","-61.45","22383.00"
"2017-04-27","22274.05","22169.80","22326.30","211.05","-52.25","22380.85"
"2017-04-26","22158.65","21814.90","22242.85","461.15","-84.20","22276.05"
"2017-04-25","21960.65","21900.30","22054.70","192.95","-94.05","22093.25"
"2017-04-24","21591.90","21578.65","21857.40","306.20","-265.50","21884.85"
"2017-04-21","21567.50","21386.20","21551.45","228.35","16.05","21614.55"
"2017-04-20","21419.45","21396.00","21491.40","162.85","-71.95","21558.85"
"2017-04-19","21674.10","21470.20","21556.35","236.10","117.75","21706.30"
"2017-04-18","21706.05","21634.15","21671.85","312.85","34.20","21947.00"
"2017-04-17","21700.50","21576.75","21647.60","166.55","52.90","21743.30"
"2017-04-13","21651.25","21627.00","21686.60","131.85","-35.35","21758.85"
"2017-04-12","21735.65","21551.75","21666.80","235.35","68.85","21787.10"
"2017-04-11","21521.45","21483.55","21736.15","269.80","-214.70","21753.35"
"2017-04-10","21492.05","21396.05","21520.15","156.05","-28.10","21552.10"
"2017-04-07","21536.50","21397.00","21431.15","219.85","105.35","21616.85"
"2017-04-06","21572.70","21488.90","21622.95","185.10","-50.25","21674.00"
"2017-04-05","21602.20","21499.75","21652.70","199.55","-50.50","21699.30"
"2017-04-03","21539.20","21408.60","21547.75","156.85","-8.55","21565.45"
"2017-03-31","21551.85","21414.00","21444.15","160.15","107.70","21574.15"
"2017-03-30","21374.35","21331.90","21620.70","364.10","-246.35","21696.00"
"2017-03-29","21291.45","21255.75","21391.15","162.85","-99.70","21418.60"
"2017-03-28","21229.00","21145.00","21225.40","119.95","3.60","21264.95"
"2017-03-27","21178.10","20979.55","21056.90","199.65","121.20","21179.20"
"2017-03-24","20987.60","20929.15","21122.55","244.95","-134.95","21174.10"
"2017-03-23","20848.75","20775.35","20895.50","159.40","-46.75","20934.75"
"2017-03-22","20815.35","20753.90","20781.35","145.10","34.00","20899.00"
"2017-03-21","21110.65","20967.00","21019.00","179.50","91.65","21146.50"
"2017-03-20","21202.55","21084.80","21110.25","117.75","92.30","21202.55"
"2017-03-17","21308.45","21127.95","21175.05","208.10","133.40","21336.05"
"2017-03-16","21237.50","21194.25","21249.90","95.55","-12.40","21289.80"
"2017-03-15","21089.40","21063.95","21157.90","152.95","-68.50","21216.90"
"2017-03-14","21189.85","21059.70","21102.70","214.75","87.15","21274.45"
"2017-03-10","20825.90","20648.80","20727.55","228.15","98.35","20876.95"
"2017-03-09","20620.55","20603.90","20721.35","176.35","-100.80","20780.25"
"2017-03-08","20630.15","20534.25","20676.55","180.95","-46.40","20715.20"
"2017-03-07","20685.95","20585.95","20627.50","115.30","58.45","20701.25"
"2017-03-06","20548.95","20532.20","20663.65","195.30","-114.70","20727.50"
"2017-03-03","20572.85","20423.35","20495.60","157.10","77.25","20580.45"
"2017-03-02","20885.00","20516.90","20560.05","388.10","324.95","20905.00"
"2017-03-01","20698.90","20678.75","20783.75","155.00","-84.85","20833.75"
"2017-02-28","20632.85","20560.60","20607.25","120.70","25.60","20681.30"
"2017-02-27","20853.45","20584.75","20613.05","268.70","240.40","20853.45"
"2017-02-23","20887.65","20828.40","20876.65","183.50","11.00","21011.90"
"2017-02-22","20937.60","20829.65","20868.45","128.60","69.15","20958.25"
"2017-02-21","20695.90","20619.25","20860.95","284.10","-165.05","20903.35"
"2017-02-20","20494.85","20472.40","20677.10","230.20","-182.25","20702.60"
"2017-02-17","20918.45","20449.65","20551.35","592.70","367.10","21042.35"
"2017-02-16","20243.25","20088.20","20243.70","207.35","-0.45","20295.55"
"2017-02-15","20282.10","20115.85","20163.70","252.35","118.40","20368.20"
"2017-02-14","20304.50","20158.85","20258.10","155.20","46.40","20314.05"
"2017-02-13","20273.65","20116.90","20251.80","191.80","21.85","20308.70"
"2017-02-10","20225.75","20167.10","20213.90","142.90","11.85","20310.00"
"2017-02-09","20312.65","20000.35","20151.15","406.25","161.50","20406.60"
"2017-02-08","20335.25","20070.15","20245.40","292.65","89.85","20362.80"
"2017-02-07","20367.30","20281.50","20327.25","145.45","40.05","20426.95"
"2017-02-06","20307.15","20298.05","20371.60","164.40","-64.45","20462.45"
"2017-02-03","20061.90","20009.95","20196.80","219.70","-134.90","20229.65"
"2017-02-02","20053.95","19915.20","20070.30","231.70","-16.35","20146.90"
"2017-02-01","19522.40","19470.95","20020.60","576.90","-498.20","20047.85"
"2017-01-31","19533.20","19435.45","19515.15","188.65","18.05","19624.10"
"2017-01-30","19718.80","19561.10","19585.25","205.95","133.55","19767.05"
"2017-01-27","19588.40","19534.90","19708.30","260.05","-119.90","19794.95"
"2017-01-25","19120.05","19114.15","19473.20","404.30","-353.15","19518.45"
"2017-01-24","18931.00","18906.95","19023.50","147.35","-92.50","19054.30"
"2017-01-23","18762.00","18722.85","18842.70","186.80","-80.70","18909.65"
"2017-01-20","18996.60","18793.05","18820.80","278.60","175.80","19071.65"
"2017-01-19","19165.35","19046.10","19124.25","139.20","41.10","19185.30"
"2017-01-18","19074.85","19072.10","19164.50","204.40","-89.65","19276.50"
"2017-01-17","19128.15","18981.85","19067.05","220.40","61.10","19202.25"
"2017-01-16","18899.70","18865.25","19096.45","269.25","-196.75","19134.50"
"2017-01-13","18949.70","18781.25","18912.10","171.00","37.60","18952.25"
"2017-01-12","18885.45","18805.85","18873.95","160.45","11.50","18966.30"
"2017-01-11","18535.35","18515.25","18830.00","374.20","-294.65","18889.45"
"2017-01-10","18351.45","18275.75","18409.60","165.40","-58.15","18441.15"
"2017-01-09","18314.25","18256.15","18286.65","116.95","27.60","18373.10"
"2017-01-06","18168.45","18157.30","18264.00","168.20","-95.55","18325.50"
"2017-01-05","18000.75","17977.80","18115.95","186.25","-115.20","18164.05"
"2017-01-04","18037.45","17868.90","17891.00","223.95","146.45","18092.85"
"2017-01-03","18002.75","17830.95","18035.60","284.10","-32.85","18115.05"
"2017-01-02","18242.30","17844.90","17969.60","404.10","272.70","18249.00"
"2016-12-30","18026.35","18016.80","18177.20","228.95","-150.85","18245.75"
"2016-12-29","17861.45","17829.40","18033.15","223.90","-171.70","18053.30"
"2016-12-28","17929.20","17829.15","17876.70","230.50","52.50","18059.65"
"2016-12-27","17677.70","17616.10","17879.55","291.25","-201.85","17907.35"
"2016-12-26","17825.50","17606.90","17655.55","253.95","169.95","17860.85"
"2016-12-23","17849.25","17819.75","17884.00","142.55","-34.75","17962.30"
"2016-12-22","18027.00","17839.75","17891.45","189.85","135.55","18029.60"
"2016-12-21","18124.60","18043.95","18084.50","123.20","40.10","18167.15"
"2016-12-20","18264.10","18009.80","18069.40","265.10","194.70","18274.90"
"2016-12-19","18258.10","18215.50","18257.05","101.30","1.05","18316.80"
"2016-12-16","18417.90","18268.30","18312.80","160.15","105.10","18428.45"
"2016-12-15","18143.50","18122.10","18401.15","409.90","-257.65","18532.00"
"2016-12-14","18480.35","18322.90","18341.50","162.55","138.85","18485.45"
"2016-12-13","18354.10","18291.35","18466.05","201.50","-111.95","18492.85"
"2016-12-12","18616.05","18364.05","18392.95","252.00","223.10","18616.05"
"2016-12-09","18567.95","18432.30","18695.80","307.35","-127.85","18739.65"
"2016-12-08","18342.60","18336.95","18515.45","221.80","-172.85","18558.75"
"2016-12-07","18515.50","17952.60","18234.15","636.15","281.35","18588.75"
"2016-12-06","18459.70","18365.95","18420.90","133.80","38.80","18499.75"
"2016-12-05","18245.00","18189.50","18408.90","244.75","-163.90","18434.25"
"2016-12-02","18329.40","18163.80","18247.65","326.70","81.75","18490.50"
"2016-12-01","18676.75","18389.65","18428.45","323.45","248.30","18713.10"
"2016-11-30","18306.10","18262.50","18627.80","405.35","-321.70","18667.85"
"2016-11-29","18308.80","18188.70","18223.75","238.70","85.05","18427.40"
"2016-11-28","18237.20","18187.40","18301.45","284.25","-64.25","18471.65"
"2016-11-25","18377.55","18266.60","18507.30","279.75","-129.75","18546.35"
"2016-11-24","18476.00","18215.80","18256.10","260.55","219.90","18476.35"
"2016-11-23","18660.55","18449.70","18540.90","219.35","119.65","18669.05"
"2016-11-22","18626.70","18322.70","18548.65","327.80","78.05","18650.50"
"2016-11-21","19063.80","18351.25","18446.40","724.70","617.40","19075.95"
"2016-11-18","19180.30","18897.10","18959.05","319.25","221.25","19216.35"
"2016-11-17","19115.90","19009.85","19087.85","318.90","28.05","19328.75"
"2016-11-16","19591.25","19088.40","19108.10","523.50","483.15","19611.90"
"2016-11-15","19808.35","19240.45","19289.75","621.30","518.60","19861.75"
"2016-11-11","20033.85","19704.35","19738.80","605.30","295.05","20309.65"
"2016-11-10","19827.50","19787.45","20200.25","495.70","-372.75","20283.15"
"2016-11-09","18270.90","18143.70","19518.25","1,444.10","-1,247.35","19587.80"
"2016-11-08","19490.75","19322.15","19500.80","227.30","-10.05","19549.45"
"2016-11-07","19317.85","19233.00","19356.00","145.00","-38.15","19378.00"
"2016-11-04","19223.85","18961.15","19058.10","262.75","165.75","19223.90"
"2016-11-03","19201.95","19119.30","19178.70","200.35","23.25","19319.65"
"2016-11-02","19223.50","19158.75","19227.90","137.80","-4.40","19296.55"
"2016-11-01","19578.60","19417.30","19458.60","174.35","120.00","19591.65"
"2016-10-30","19657.80","19484.65","19523.55","182.15","134.25","19666.80"
"2016-10-28","19507.85","19362.00","19555.95","227.70","-48.10","19589.70"
"2016-10-27","19452.00","19252.10","19514.60","292.10","-62.60","19544.20"
"2016-10-26","19581.70","19434.50","19483.60","291.40","98.10","19725.90"
"2016-10-25","19907.70","19711.95","19834.90","210.75","72.80","19922.70"
"2016-10-24","19763.85","19751.65","19807.90","146.20","-44.05","19897.85"
"2016-10-21","19636.40","19516.40","19710.90","227.60","-74.50","19744.00"
"2016-10-20","19493.90","19479.25","19658.70","243.60","-164.80","19722.85"
"2016-10-19","19570.05","19322.75","19412.10","253.55","157.95","19576.30"
"2016-10-18","19174.70","19162.85","19495.05","348.95","-320.35","19511.80"
"2016-10-17","19136.30","19002.45","19070.40","239.30","65.90","19241.75"
"2016-10-14","19016.70","18926.15","19020.15","127.35","-3.45","19053.50"
"2016-10-13","19295.55","18824.40","18954.25","471.15","341.30","19295.55"
"2016-10-10","19489.50","19351.35","19378.55","150.10","110.95","19501.45"
"2016-10-07","19398.05","19318.00","19400.10","138.00","-2.05","19456.00"
"2016-10-06","19518.55","19325.80","19395.05","244.90","123.50","19570.70"
"2016-10-05","19801.30","19492.80","19536.85","323.70","264.45","19816.50"
"2016-10-04","19641.75","19527.35","19672.70","220.10","-30.95","19747.45"
"2016-10-03","19395.55","19363.95","19589.05","247.30","-193.50","19611.25"
"2016-09-30","19116.00","19085.20","19285.70","245.65","-169.70","19330.85"
"2016-09-29","19762.30","19059.05","19183.65","734.15","578.65","19793.20"
"2016-09-28","19542.00","19509.65","19653.55","190.35","-111.55","19700.00"
"2016-09-27","19652.95","19479.15","19518.70","217.30","134.25","19696.45"
"2016-09-26","19792.20","19568.35","19591.75","225.80","200.45","19794.15"
"2016-09-23","20136.75","19861.45","19901.80","276.10","234.95","20137.55"
"2016-09-22","20153.10","19996.90","20109.60","267.90","43.50","20264.80"
"2016-09-21","19902.70","19749.95","19828.45","187.90","74.25","19937.85"
"2016-09-20","19957.35","19797.50","19852.30","166.80","105.05","19964.30"
"2016-09-19","19892.20","19849.65","19906.85","164.75","-14.65","20014.40"
"2016-09-16","19935.85","19783.60","19855.45","443.60","80.40","20227.20"
"2016-09-15","19927.60","19730.25","19837.55","225.15","90.05","19955.40"
"2016-09-14","19757.05","19732.15","19909.15","221.00","-152.10","19953.15"
"2016-09-12","19861.45","19735.55","19790.60","125.90","70.85","19861.45"
"2016-09-09","20274.75","20139.15","20245.30","210.55","29.45","20349.70"
"2016-09-08","20439.20","20335.20","20417.25","142.20","21.95","20477.40"
"2016-09-07","20505.80","20376.75","20406.90","199.05","98.90","20575.80"
"2016-09-06","19990.95","19990.95","20426.20","468.50","-435.25","20459.45"
"2016-09-02","19830.35","19787.60","19883.20","123.65","-52.85","19911.25"
"2016-09-01","19805.80","19738.30","19788.85","189.90","16.95","19928.20"
"2016-08-31","19595.90","19595.90","19787.60","227.50","-191.70","19823.40"
"2016-08-30","19306.50","19306.50","19531.55","239.85","-225.05","19546.35"
"2016-08-29","19174.45","19096.70","19217.00","151.15","-42.55","19247.85"
"2016-08-26","19336.45","19133.90","19195.75","224.10","140.70","19358.00"
"2016-08-25","19383.70","19282.80","19304.25","149.95","79.45","19432.75"
"2016-08-24","19358.70","19284.35","19355.60","107.85","3.10","19392.20"
"2016-08-23","19311.90","19246.90","19341.65","125.75","-29.75","19372.65"
"2016-08-22","19432.60","19252.75","19330.25","240.45","102.35","19493.20"
"2016-08-19","19419.00","19327.20","19414.70","130.20","4.30","19457.40"
"2016-08-18","19087.20","19083.00","19352.80","284.45","-265.60","19367.45"
"2016-08-17","19044.55","18966.35","19041.25","172.00","3.30","19138.35"
"2016-08-16","19029.10","18839.40","19002.15","222.80","26.95","19062.20"
"2016-08-12","18698.30","18695.50","18963.70","291.30","-265.40","18986.80"
"2016-08-11","18621.00","18537.10","18640.40","162.10","-19.40","18699.20"
"2016-08-10","18966.85","18611.25","18647.80","374.00","319.05","18985.25"
